PhoId|MulId|MulPfadS|MulDateiS|filename
44084|206436|M_B\M_B09000-09999\M_B09900-09999|LN_B09935_012815|Benskydd samh. 9608-9617 - Livrustkammaren - 44084.tif
35017|208839|M_B\M_B04000-04999\M_B04800-04899|LN_B04844_007724|Kommissvärja m: 1685, Vira bruk, Sverige - Livrustkammaren - 35017.tif
43122|200235|M_B\M_B00000-00999\M_B00300-00399|LN_B00315_003195|Tureholmsrustkammarens skåp, v sida, tomma - Livrustkammaren - 43122.tif
18370|205615|M_B\M_B09000-09999\M_B09600-09699|LN_B09612_012492|Karl IXs kröningsring, etui nr 1168 - Livrustkammaren - 18370.tif
18521|196955|M_B\M_B11000-11999\M_B11100-11199|LN_B11122_014002|Matbestick - Livrustkammaren - 18521.tif
10088|198314|M_B\M_B12000-12999\M_B12400-12499|LN_B12411_015291|Mannekäng använd till uniform för spel modell år 1763, Hälsinge regemente - Livrustkammaren - 10088.tif
89021|191392|M_DIG\M_DIG7000-7999\M_DIG7000-7099|lm_dig7058|Webprojektet - Livrustkammaren - 89021.tif
1395|196830|M_B\M_B11000-11999\M_B11000-11099|LN_B11080_013960|Vapenrock, till Oskar Is generalsuniform m:1845 - Livrustkammaren - 1395.tif
842|200476|M_B\M_B05000-05999\M_B05500-05599|LN_B05540_008420|Skedborr - Livrustkammaren - 842.tif
9397|200442|M_B\M_B05000-05999\M_B05500-05599|LN_B05501_008381|Urmakarsvarv - Livrustkammaren - 9397.tif
18408|206492|M_B\M_B09000-09999\M_B09900-09999|LN_B09992_012872|Bärrem "sash" till Cree indiandräkt, 1700-talets första hälft - Livrustkammaren - 18408.tif
73846|185914|M_DIG\M_DIG0000-0999\M_DIG0400-0499|lm_dig0402|Detalj värjfäste - Livrustkammaren - 73846.tif
39295|70983|M_T\M_T08000-08999\M_T08800-08899|lm_t08871|Halsduk buren av Karl XII vid Fredrikshall den 30 november 1718 - Livrustkammaren - 39295.tif
30545|194618|M_T\M_T06000-06999\M_T06900-06999|sm_t6970|Interiör. Gästrumsvåningen. Middelburg - Skoklosters slott - 30545.tif
18791|199560|M_B\M_B13000-13999\M_B13800-13899|LN_B13822_016702|Flintlåskammarladdningspistol med instickspatron, Johann Balthasar, Breslau ca 1670 - Livrustkammaren - 18791.tif
87465|190843|M_DIG\M_DIG6000-6999\M_DIG6500-6599|lm_dig6581|Hjullåsbössa Teschen, detalj - Firearms III - Livrustkammaren - 87465.tif
9043|205861|M_B\M_B01000-01999\M_B01900-01999|LN_B01961_004841|Lakejsko, pumps, gjord av mörkbrunt getskinn - Livrustkammaren - 9043.tif
60985|203315|M_B\M_B07000-07999\M_B07700-07799|LN_B07737_010617|Balja till javanesisk kris nr 5029. Samhörande med balja 5030 och etui 5028, Surakarta 1835 - Livrustkammaren - 60985.tif
26551|200821|M_B\M_B05000-05999\M_B05800-05899|LN_B05803_008683|Hjullåsbössa, slädbössa, Tyskland (Sachsen?) ca 1630 - Livrustkammaren - 26551.tif
42825|191821|M_A\M_A00000-00999\M_A00200-00299|LN_A00225_000225|Rustkammare - Livrustkammaren - 42825.tif
87517|190911|M_DIG\M_DIG6000-6999\M_DIG6600-6699|lm_dig6699|Detaljbild tagen till utställningen "Kunglig vintage" - Livrustkammaren - 87517.tif
9042|205851|M_B\M_B01000-01999\M_B01900-01999|LN_B01951_004831|Manskänga, snörkänga (felm 9611) - Livrustkammaren - 9042.tif
69508|202926|M_B\M_B07000-07999\M_B07300-07399|LN_B07348_B10228|Borrsväng - Livrustkammaren - 69508.tif
47664|194619|M_T\M_T06000-06999\M_T06900-06999|sm_t6972|Interiör. Gästrumsvåningen. Antwerpen - Skoklosters slott - 47664.tif
9676|203870|M_B\M_B08000-08999\M_B08200-08299|LN_B08291_011171|Hillebard - Philpus - Livrustkammaren - 9676.tif
68631|192974|M_A\M_A01000-01999\M_A01400-01499|LN_A01458_001458|Linnestrumpa, strövling - Livrustkammaren - 68631.tif
87120|189895|M_DIG\M_DIG4000-4999\M_DIG4700-4799|hm_dig4759_6856|2 Korgar i porslin. Detaljbild av kastanj på locket - Hallwylska museet - 87120.tif
59999|192340|M_A\M_A00000-00999\M_A00700-00799|LN_A00757_000757|Vapen klinga stickvapen - Livrustkammaren - 59999.tif
51450|192435|M_A\M_A00000-00999\M_A00800-00899|LN_A00876_000876|Bokuppslag - Livrustkammaren - 51450.tif
87551|190981|M_DIG\M_DIG6000-6999\M_DIG6700-6799|lm_dig6731|Till boken - utställningen Kunglig Vintage - Livrustkammaren - 87551.tif
88031|191341|M_DIG\M_DIG6000-6999\M_DIG6900-6999|sm_dig6994|Web, Rustkammaren. Interiör, tornrum - Skoklosters slott - 88031.tif
13902|186075|M_DIG\M_DIG0000-0999\M_DIG0500-0599|lm_dig0568|Resvagn coach, klädsel - Livrustkammaren - 13902.tif
87|192431|M_A\M_A00000-00999\M_A00800-00899|LN_A00870_000870|Sadel - Livrustkammaren - 87.tif
52437|203445|M_B\M_B07000-07999\M_B07800-07899|LN_B07866_010746|Slädtäcke violett - Livrustkammaren - 52437.tif
34371|192756|M_A\M_A01000-01999\M_A01200-01299|LN_A01264_001264|Värja Kurlands vapen - Livrustkammaren - 34371.tif
706|208237|M_B\M_B04000-04999\M_B04100-04199|LN_B04180_007060|Bomsadel, 1600-talets andra hälft. Frankrike - Livrustkammaren - 706.tif
44078|206292|M_B\M_B09000-09999\M_B09800-09899|LN_B09875_012755|Ryggharnesk - Livrustkammaren - 44078.tif
34673|204107|M_B\M_B01000-01999\M_B01400-01499|LN_B01404_004284|Uppbådsfana för Broddetorp socken i Gudhems härad - Livrustkammaren - 34673.tif
22058|194654|M_T\M_T07000-07999\M_T07700-07799|hm_t07719|Tavelgalleriet mot gymnastikrummet - Hallwylska museet - 22058.tif
32546|187723|M_DIG\M_DIG2000-2999\M_DIG2400-2499|lm_dig2428_2872|Snapplåsbössa, modalås Esteva, pipstämplar - Livrustkammaren - 32546.tif
52976|199092|M_B\M_B13000-13999\M_B13200-13299|LN_B13256_016136|Rundskuren kappa buren av Karl XII vid Fredrikshall den 30 november 1718 - Livrustkammaren - 52976.tif
26705|202921|M_B\M_B07000-07999\M_B07300-07399|LN_B07343_B10223|Ämne till pistolstock - Livrustkammaren - 26705.tif
89382|189114|M_DIG\M_DIG3000-3999\M_DIG3400-3499|hm_dig3484|Silvriga skor. Foto till boken: Ett sekel av dräkt och mode ur de Hallwylska samlingarna - Hallwylska museet - 89382.tif
13919|185856|M_DIG\M_DIG0000-0999\M_DIG0300-0399|lm_dig0395|Florett - Livrustkammaren - 13919.tif
16493|185678|M_DIG\M_DIG0000-0999\M_DIG0100-0199|lm_dig0163|Dokumentation, utställning, Cristina di Svezia, år 2004 - Livrustkammaren - 16493.jpg
52012|207673|M_B\M_B03000-03999\M_B03600-03699|LN_B03616_006496|Hillebard - Livrustkammaren - 52012.tif
87184|190036|M_DIG\M_DIG4000-4999\M_DIG4800-4899|hm_dig4823_27078|Fotografi. Porträtt. Wilhelmina von Hallwyl - Hallwylska museet - 87184.tif
7248|187930|M_DIG\M_DIG2000-2999\M_DIG2600-2699|lm_dig2631|Putti på vagnstak, kröningsvagnen - Livrustkammaren - 7248.tif
42704|190223|M_DIG\M_DIG5000-5999\M_DIG5000-5099|lm_dig5039_12580|Huvudlag - Livrustkammaren - 42704.tif
18151|202990|M_B\M_B07000-07999\M_B07400-07499|LN_B07422_010302|Harnesksadel, Augsburg ca 1540 - Livrustkammaren - 18151.tif
90561|191650|M_DIG\M_DIG7000-7999\M_DIG7300-7399|hm_dig7302|Fajans, bricka, baksida, 1733 - Hallwylska museet - 90561.tif
77483|204433|M_B\M_B01000-01999\M_B01500-01599|LN_B01509_004389|Kompanifana vid överstelöjtnantens kompani, Åbo läns regemente - Livrustkammaren - 77483.tif
43293|206028|M_B\M_B02000-02999\M_B02000-02099|LN_B02025_004905|Kniv, 1800-tal - Livrustkammaren - 43293.tif
34288|192029|M_A\M_A00000-00999\M_A00400-00499|LN_A00434_000434|Värja Kurlands vapen - Livrustkammaren - 34288.tif
52468|203756|M_B\M_B08000-08999\M_B08100-08199|LN_B08176_011056|Flintlåsbössa ca 1640 - Livrustkammaren - 52468.tif
44034|205434|M_B\M_B09000-09999\M_B09400-09499|LN_B09435_012315|Rundsköld, Italien, 1500-talets andra hälft - Livrustkammaren - 44034.tif
82136|194760|M_T\M_T09000-09999\M_T09200-09299|hm_t09276|Kristusfigur-Figure of Christ XLIV:K.I:B.01 - Hallwylska museet - 82136.tif
86968|189771|M_DIG\M_DIG4000-4999\M_DIG4600-4699|hm_dig4604|Jordärtskockspuré - Hallwylska museet - 86968.tif
81983|194662|M_T\M_T07000-07999\M_T07700-07799|hm_t07736|Tavelgalleriet - Hallwylska museet - 81983.tif
51911|206720|M_B\M_B02000-02999\M_B02600-02699|LN_B02606_005486|Dräktkraschan för kommendör med stora korset av Nordstjärneorden, Sverige, 1800-talets början - Livrustkammaren - 51911.tif
35081|200412|M_B\M_B05000-05999\M_B05400-05499|LN_B05494_008374|Flatrasp - Livrustkammaren - 35081.tif
43117|200181|M_B\M_B00000-00999\M_B00200-00299|LN_B00265_003145|Häststjärna - Livrustkammaren - 43117.tif
78180|204241|M_B\M_B08000-08999\M_B08400-08499|LN_B08479_011359|Rustningsfragment - Livrustkammaren - 78180.tif
26546|200761|M_B\M_B05000-05999\M_B05700-05799|LN_B05753_008633|Målskjutningsgevär, slaglås, Horrmann, München, 1800-talets mitt - Livrustkammaren - 26546.tif
9204|207625|M_B\M_B03000-03999\M_B03500-03599|LN_B03571_006451|Täcke till handhäst ur Ludvig XIVs gåva till Karl X1 1673, jfr nr 4036-4045, 4092 - Livrustkammaren - 9204.tif
60015|192515|M_A\M_A00000-00999\M_A00900-00999|LN_A00917_000917|Solfjäder - Livrustkammaren - 60015.tif
78125|203514|M_B\M_B07000-07999\M_B07900-07999|LN_B07929_010809|Medaljong, broderad, från drottning Kristinas kröningshimmel - Livrustkammaren - 78125.tif
51742|201338|M_B\M_B00000-00999\M_B00900-00999|LN_B00916_003796|Kularmborst av tysk typ med spännare (Arbelàlete à jalet) - Livrustkammaren - 51742.tif
86422|189511|M_DIG\M_DIG4000-4999\M_DIG4300-4399|hm_dig4325|Dokumentation av utställningen Passion för parfym, 2007, Hallwylska museet - Hallwylska museet - 86422.tif
56722|185851|M_DIG\M_DIG0000-0999\M_DIG0300-0399|lm_dig0390|P H Ling's florett - Livrustkammaren - 56722.tif
60833|201894|M_B\M_B06000-06999\M_B06200-06299|LN_B06217_009097|Befälstecken, s.k. bulawa (putschan) med etui nr 9361 - Livrustkammaren - 60833.tif
87904|191199|M_DIG\M_DIG6000-6999\M_DIG6800-6899|hm_dig6869|Interiör stora salongen - Hallwylska museet - 87904.tif
43580|208890|M_B\M_B04000-04999\M_B04800-04899|LN_B04895_007775|Värja, fäste och klinga ej samhörande, fäste: Tyskland ca 1575-1600 - Livrustkammaren - 43580.tif
30972|195044|M_T\M_T11000-11999\M_T11200-11299|hm_t011240|Sits, länstol i rökrummet - Hallwylska museet - 30972.tif
18381|205926|M_B\M_B09000-09999\M_B09700-09799|LN_B09722_012602|Flintlåspistoler - Livrustkammaren - 18381.tif
30877|194840|M_T\M_T10000-10999\M_T10200-10299|hm_t10290|Lampett på räcke i stora trappan, vestibulen - Hallwylska museet - 30877.tif
9047|206000|M_B\M_B02000-02999\M_B02000-02099|LN_B02001_004881|Insticksbajonett, Sydeuropa (?, ca 1600 - Livrustkammaren - 9047.tif
39648|187081|M_DIG\M_DIG1000-1999\M_DIG1600-1699|lm_dig1668|Kulsättare, Remington - Livrustkammaren - 39648.jpg
61470|198422|M_B\M_B12000-12999\M_B12500-12599|LN_B12587_015467|Sablar, E 10281 - Livrustkammaren - 61470.tif
1531|198242|M_B\M_B12000-12999\M_B12400-12499|LN_B12440_015320|Kröningssadel - Livrustkammaren - 1531.tif
85838|187138|M_DIG\M_DIG1000-1999\M_DIG1800-1899|hm_dig1889|Gentlemannen - om män och mode - Hallwylska museet - 85838.tif
18456|196259|M_B\M_B10000-10999\M_B10400-10499|LN_B10472_013352|Slaglåspistoler - Livrustkammaren - 18456.tif
50984|185954|M_DIG\M_DIG0000-0999\M_DIG0400-0499|lm_dig0495|Väst tillhörande Karl X - Livrustkammaren - 50984.tif
17121|185383|M_A\M_A00000-00999\M_A00000-00099|LN_A00002_000002|Hjullåspistoler - Livrustkammaren - 17121.tif
8602|192026|M_A\M_A00000-00999\M_A00400-00499|LN_A00431_000431|Flintlåsbössa - Schertiger - Livrustkammaren - 8602.tif
33561|186772|M_DIG\M_DIG1000-1999\M_DIG1300-1399|lm_dig1365|Utställning, "Prinsessor", år 2005 - Livrustkammaren - 33561.jpg
27211|198306|M_B\M_B12000-12999\M_B12400-12499|LN_B12403_015283|Puka C Liendenberg-riksdagen - Livrustkammaren - 27211.tif
90486|191576|M_DIG\M_DIG7000-7999\M_DIG7200-7299|hm_dig7228|Fajans, fat, baksida, 1700-tal - Hallwylska museet - 90486.tif
86476|189494|M_DIG\M_DIG4000-4999\M_DIG4300-4399|sm_dig4365|Exteriörbilder. Höst - Skoklosters slott - 86476.tif
86015|190658|M_DIG\M_DIG6000-6999\M_DIG6200-6299|lm_dig6297_1160|Svenska Kennelklubbens guldmedalj - Livrustkammaren - 86015.tif
61039|203856|M_B\M_B08000-08999\M_B08200-08299|LN_B08277_011157|Kasack av violett kläde, tillhörig Gustav II Adolf - Livrustkammaren - 61039.tif
9091|206559|M_B\M_B02000-02999\M_B02400-02499|LN_B02441_005321|Stångvapen av hillebardtyp - Livrustkammaren - 9091.tif
44232|197291|M_B\M_B11000-11999\M_B11400-11499|LN_B11425_014305|Luftbössa - Livrustkammaren - 44232.tif
9690|204163|M_B\M_B08000-08999\M_B08400-08499|LN_B08431_011311|Slaglåskammarladdningsstudsare - Livrustkammaren - 9690.tif
18331|205202|M_B\M_B09000-09999\M_B09200-09299|LN_B09222_012102|Storkorskraschan Svärdsorden - Livrustkammaren - 18331.tif
14933|187831|M_DIG\M_DIG2000-2999\M_DIG2500-2599|lm_dig2535|Detalj pipstämplar luntlåsmusköt - Livrustkammaren - 14933.jpg
39491|194928|M_T\M_T10000-10999\M_T10800-10899|hm_t010831|Porslin - Hallwylska museet - 39491.tif
16764|190515|M_DIG\M_DIG6000-6999\M_DIG6100-6199|lm_dig6146|Gustav II Adolf bakelser - Livrustkammaren - 16764.tif
25741|192160|M_A\M_A00000-00999\M_A00500-00599|LN_A00583_000583|Vapen - Livrustkammaren - 25741.tif
60371|204521|M_B\M_B01000-01999\M_B01500-01599|LN_B01597_004477|Kors RmstkSO - Livrustkammaren - 60371.tif
64932|194709|M_T\M_T08000-08999\M_T08400-08499|sm_t08444_699|Porträtt. Anna Margareta von Haugwitz. Hulle - Skoklosters slott - 64932.tif
87020|189845|M_DIG\M_DIG4000-4999\M_DIG4600-4699|sm_dig4659_280|Porträtt. Miniatyr. Åke Tott - Skoklosters slott - 87020.tif
76430|185798|M_DIG\M_DIG0000-0999\M_DIG0200-0299|lm_dig0283|Dokumentation, utställning, Gustav Vasa tur och retur, år 2004 - Livrustkammaren - 76430.jpg
60448|206367|M_B\M_B02000-02999\M_B02300-02399|LN_B02367_005247|Stångbett av förtent stål, 1600-tal - Livrustkammaren - 60448.tif
60362|204431|M_B\M_B01000-01999\M_B01500-01599|LN_B01507_004387|Kompanifana vid Västgöta-Dals regemente m-1686 - Livrustkammaren - 60362.tif
23978|187783|M_DIG\M_DIG2000-2999\M_DIG2400-2499|lm_dig2482_11551|Snapplåsbössa, lås - Livrustkammaren - 23978.tif
85709|186287|M_DIG\M_DIG0000-0999\M_DIG0800-0899|hm_dig0872|Hattutställning - Hallwylska museet - 85709.tif
77977|202043|M_B\M_B06000-06999\M_B06400-06499|LN_B06449_009329|Hästsko på Kaulbars - Livrustkammaren - 77977.tif
66227|187510|M_DIG\M_DIG2000-2999\M_DIG2200-2299|lm_dig2222_27325-26|Stövlar - Livrustkammaren - 66227.tif
70117|199273|M_B\M_B13000-13999\M_B13400-13499|LN_B13438_016318|Flintlåswenderpistol - Livrustkammaren - 70117.tif
90564|191652|M_DIG\M_DIG7000-7999\M_DIG7300-7399|hm_dig7304|Fajans, bål med lock, 1760-tal - Hallwylska museet - 90564.tif
52672|195994|M_B\M_B10000-10999\M_B10200-10299|LN_B10216_013096|Getfotsspännare - Livrustkammaren - 52672.tif
6301|187506|M_DIG\M_DIG2000-2999\M_DIG2200-2299|lm_dig2218_27284|Sko - Livrustkammaren - 6301.tif
17697|206985|M_B\M_B02000-02999\M_B02800-02899|LN_B02882_005762|Kraschan för riddare av Serafimerorden, Sverige, Henrik Klint, Stockholm 1820 - Livrustkammaren - 17697.tif
26926|205556|M_B\M_B09000-09999\M_B09500-09599|LN_B09553_012433|Bröstharnesk Livgarden til Hest, Danmark - Livrustkammaren - 26926.tif
68781|199894|M_B\M_B00000-00999\M_B00000-00099|LN_B00078_002958|Pistoler - Livrustkammaren - 68781.tif
44151|196453|M_B\M_B10000-10999\M_B10600-10699|LN_B10605_013485|Riddarkors Nordstjärneorden - Livrustkammaren - 44151.tif
77372|200269|M_B\M_B00000-00999\M_B00300-00399|LN_B00399_003279|Vänsterhandsdolk med springklinga, Tyskland, 1600-talets början - Livrustkammaren - 77372.tif
34582|200611|M_B\M_B00000-00999\M_B00400-00499|LN_B00494_003374|Pistol med snapplås alla fiorentina, Italien ca 1650 - Livrustkammaren - 34582.tif
73865|186325|M_DIG\M_DIG0000-0999\M_DIG0800-0899|lm_dig0814|Sabel - Livrustkammaren - 73865.tif
87996|191307|M_DIG\M_DIG6000-6999\M_DIG6900-6999|lm_dig6960|Web, rum A - Livrustkammaren - 87996.tif
69956|197729|M_B\M_B11000-11999\M_B11800-11899|LN_B11828_014708|Kraschan för kommendör med stora korset (samt storofficer) av Hederslegionen, Frankrike - Livrustkammaren - 69956.tif
9915|196429|M_B\M_B10000-10999\M_B10600-10699|LN_B10681_013561|Vänster kragstövel buren av Karl XII vid Fredrikshall den 30 november 1718 - Livrustkammaren - 9915.tif
68095|188805|M_DIG\M_DIG3000-3999\M_DIG3100-3199|lm_dig3137|Gustav II Adolf, linnesvepning - Livrustkammaren - 68095.tif
87653|191153|M_DIG\M_DIG6000-6999\M_DIG6800-6899|lm_dig6809|Till boken - utställningen Kunglig Vintage - Livrustkammaren - 87653.tif
89383|189115|M_DIG\M_DIG3000-3999\M_DIG3400-3499|hm_dig3485|Halsband i form av en orm - Hallwylska museet - 89383.tif
56708|186051|M_DIG\M_DIG0000-0999\M_DIG0500-0599|lm_dig0593|Kalesch a bateau, höger sida m överdrag - Livrustkammaren - 56708.tif
78137|203629|M_B\M_B08000-08999\M_B08000-08099|LN_B08049_010929|Flintlåsbössa ca 1640 - Livrustkammaren - 78137.tif
50680|186774|M_DIG\M_DIG1000-1999\M_DIG1300-1399|lm_dig1367|Utställning, "Prinsessor", år 2005 - Livrustkammaren - 50680.jpg
9092|206569|M_B\M_B02000-02999\M_B02400-02499|LN_B02451_005331|Pik - Livrustkammaren - 9092.tif
9018|204739|M_B\M_B01000-01999\M_B01700-01799|LN_B01711_004591|Ryttaryxa, Tyskland , 1500-talet, jordfynd - Livrustkammaren - 9018.tif
17189|192243|M_A\M_A00000-00999\M_A00600-00699|LN_A00682_000682|Sabel - Livrustkammaren - 17189.tif
77060|191713|M_A\M_A00000-00999\M_A00100-00199|LN_A00159_000159|Rundsköld m stötklinga - Livrustkammaren - 77060.tif
9337|208901|M_B\M_B04000-04999\M_B04900-04999|LN_B04901_007781|Huggare - Livrustkammaren - 9337.tif
35065|200050|M_B\M_B05000-05999\M_B05300-05399|LN_B05334_008214|Officersvärja, Sverige 1620-1640 c - Livrustkammaren - 35065.tif
60134|193689|M_A\M_A02000-02999\M_A02100-02199|LN_A02107_002107|Sluten hjälm - Livrustkammaren - 60134.tif
60369|204501|M_B\M_B01000-01999\M_B01500-01599|LN_B01577_004457|Kruthorn - Livrustkammaren - 60369.tif
25728|192048|M_A\M_A00000-00999\M_A00400-00499|LN_A00453_000453|Pipsmed, hjullåspetrinal - Livrustkammaren - 25728.tif
5404|187041|M_DIG\M_DIG1000-1999\M_DIG1600-1699|lm_dig1684|Tygpåse med förladdningar - Livrustkammaren - 5404.jpg
22465|186076|M_DIG\M_DIG0000-0999\M_DIG0500-0599|lm_dig0569|Lindes ponnyvagn, m tillbehör samt äldre foto - Livrustkammaren - 22465.tif
52769|196918|M_B\M_B11000-11999\M_B11100-11199|LN_B11186_014066|Elfenbenspistoler - Livrustkammaren - 52769.tif
60455|206555|M_B\M_B02000-02999\M_B02400-02499|LN_B02437_005317|Bardiche, Ryssland - Livrustkammaren - 60455.tif
15155|186742|M_DIG\M_DIG1000-1999\M_DIG1300-1399|lm_dig1333|Utställningsbild Fäktutställningen - rum 5 lilla montern - Livrustkammaren - 15155.tif
78320|206296|M_B\M_B09000-09999\M_B09800-09899|LN_B09879_012759|Hjälm, sk armet, ingående i Sigismund Augusts rustningsgarnityr för man och häst - Livrustkammaren - 78320.tif
87213|190057|M_DIG\M_DIG4000-4999\M_DIG4800-4899|hm_dig4852_7014|Kopp. Ludvigsburg. Tyskland - Hallwylska museet - 87213.tif
86757|189709|M_DIG\M_DIG4000-4999\M_DIG4500-4599|lm_dig4521_10637|Värja och axelgehäng. Helbild - Livrustkammaren - 86757.tif
26455|208838|M_B\M_B04000-04999\M_B04800-04899|LN_B04843_007723|Kommissvärja m: 1685, Vira bruk, Sverige - Livrustkammaren - 26455.tif
35852|199044|M_B\M_B13000-13999\M_B13200-13299|LN_B13204_016084|Standar för Södermanlands kompani, Upplands kavalleri - Livrustkammaren - 35852.tif
27178|197976|M_B\M_B12000-12999\M_B12000-12099|LN_B12073_014953|Statsvagn, ceremonivagn, kröningsvagn av karosstyp - Livrustkammaren - 27178.tif
43014|193697|M_A\M_A02000-02999\M_A02100-02199|LN_A02115_002115|Armskenor - Livrustkammaren - 43014.tif
64816|194627|M_T\M_T07000-07999\M_T07200-07299|sm_t7274_1366|Porträtt. Nils Brahe. Klöcker Ehrenstrahl - Skoklosters slott - 64816.tif
75078|186709|M_DIG\M_DIG1000-1999\M_DIG1300-1399|lm_dig1300|Utställningsbild Fäktutställningen - trappan upp - Livrustkammaren - 75078.tif
17654|206570|M_B\M_B02000-02999\M_B02400-02499|LN_B02452_005332|Hillebard - Livrustkammaren - 17654.tif
8607|192073|M_A\M_A00000-00999\M_A00400-00499|LN_A00481_000481|Dargeman, stångbett - Livrustkammaren - 8607.tif
89063|188886|M_DIG\M_DIG3000-3999\M_DIG3200-3299|hm_dig3258|Häst med kusk - Hallwylska museet - 89063.tif
61197|206226|M_B\M_B09000-09999\M_B09800-09899|LN_B09857_012737|Benskena med harnesksko till Erik XIVs paradrustning - Livrustkammaren - 61197.tif
34406|193173|M_A\M_A01000-01999\M_A01600-01699|LN_A01614_001614|Skattk. nr 13 - Livrustkammaren - 34406.tif
17347|193777|M_A\M_A02000-02999\M_A02200-02299|LN_A02262_002262|Furstlig mantel - 31440 - Livrustkammaren - 17347.tif
25024|187350|M_DIG\M_DIG2000-2999\M_DIG2000-2099|lm_dig2054|Dopklänning & överklänning - Livrustkammaren - 25024.tif
8971|201656|M_B\M_B01000-01999\M_B01200-01299|LN_B01241_004121|Kompanistandar Finska tremänningskavalleriet - Livrustkammaren - 8971.tif
42877|192328|M_A\M_A00000-00999\M_A00700-00799|LN_A00745_000745|Vapen - Livrustkammaren - 42877.tif
9086|206391|M_B\M_B02000-02999\M_B02300-02399|LN_B02391_005271|Stångbett av stål, 1600-t - Livrustkammaren - 9086.tif
9009|204645|M_B\M_B01000-01999\M_B01600-01699|LN_B01621_004501|Dolk, jordfynd - Livrustkammaren - 9009.tif
1190|205028|M_B\M_B09000-09999\M_B09000-09099|LN_B09020_011900|Sadel, ingående i Sigismund Augusts rustningsgarnityr för man och häst - Livrustkammaren - 1190.tif
