KueId|KueVorNameS|KueNameS|KudDatierungS|KudJahrVonL|KudJahrBisL|KudOrtS|KudLandS|KueFunktionS|ObjId
25114|Reinhold T G C G|Rudbeck||||||friherre, hovmarskalk|60892;63755;14117;14121
25115|Ture Gustaf|Rudbeck|21.11.1714 - 8.1.1786|1714|1786|Västerberga - Edsberg|Sverige|Statsman|37646
25120|Reinhold H J|Rudbeck||||||friherre|38396;68573;68572
25170|Francisco|Ruiz||||||klingsmed|41934
25171|Francisco|Ruiz||||||klingsmed|42915
25182|Gustaf Mikaelsson|Rundberg||||||pistolsmed|46199;46200
25183|Peter Mikaelsson|Rundberg||||||bössmed|46199;46200;46584;52617
25187|Alessandro|Scavini||||||Antikhandlare|11506;11532;11510;11503;18506
25192|J C|Schaarwächter||||||fotograf|4808
25197||Schacherer||||||Skomakare|54162
25198|Alexej Ivanovitj|Schachovskoj||||||furste|43884;46250;40260;44241;59538;43196;40342;43911;41234;40143;43741;43766;43760;43584;46247;46260;44302;44276;46249;43854;43203;43200;41867;43872;53679;45893;43606;40280;43848
25200|Tobias|Schaep||||||vävare|33096;22042
25235|Johan Henrik|Scharp|||||||17046
25236|Clara|Scharp|||||||17046
25242|Daniel|Schatzberger (Schatzenberg)||||||pärlstickare|53330
25250|Joseph|Rodgers||||||klingsmed, bössmed|41364
25288||Roland, "A l'epée de Roland"||||||svärdfejare|41554
25307|Daniel|Roloff||||||hovbössmed|42960
25351|William|Rooke||||||bössmed|38542
25353|Axel August|Roos||||||Kammarherre|42909
25364|Otto von|Sack||||||överste|53478
25367|Johan Gabriel|Sack|*1697|1697|||Sverige|friherre, kansliråd|51080
25373|Léon|Sacré|||||||8290;8260
25376|Emanuel|Sadeler||||||stålsnidare|52822
25380|Reichart (Reinhart)|Schintzel (Schinzel)||||||bössmed|39729
25408|Fredrika|Schlegel, f. Wallis|21.12.1816 - 29.3.1910|1816|1910||||16980
25441|August Robert Fredrik von|Rosen||||||greve|41927
25460|H G|Rosenberg||||||Hattmakare|57990
25488|Agnes Ulrika|Rosensvärd||||||fröken|37591
25504|Alexander|Roslin|1718 - 1793|1718|1793|Malmö, Paris||konstnär|23001;24513
25508|Samuel Nilsson|Ross||||||överste|50256
25555|Giuseppe|Rota|||||||17301
25566||C. F. Rothe & Neffe OHG||||||guldsmeder|38038;38036
25569|Johannes|Rohtlieb|1807 - 1881|1807|1881|||Kyrkoherde|4174
25650|Peter|Rungren||||||Skräddare|67945;67943;67942;62619;55647;67863
25697|Patrick|Ruthwen||||||generalmajor|23516
25709|Rachel|Ruysch|1664 - 1665|1664|1665|Amsterdam|Nederland|Konstnär|20218
25710|Salomon|van Ruysdael|1600 - 1670|1600|1670|Haarlem|Nederland|Konstnär|13889
25731|O|Rydberg||||||sadelmakare|66281;66280;66151
25756|Hjalmar|Ryttermark||||||revisor|55222
25763|Claes|Rålamb||||||friherre, överhovstallmästare|66921;66447;61977
25765|Ulrika Eleonora|Rålamb f. von Düben||||||grevinna|40197
25767|Claes Hans|Rålamb||||||friherre, överståthållare|45761
25806|Verner|Rölefink||||||Hovmålare|42751
25816|Lorentz Johann|Röper||||||guldsmed|16828
25818|Maria Charlotta|Röslein, f. Ericsson||||||änkefru|46466
25832||Sofia Albertina av Sverige|*8.10.1753|1753|||Sverige|prinsessa|45761;52172;68027;47678;36682;64098;37498;43795;63888;55646;55965;39181
25843||Sachin||||||bössmed, låssmed|48155
25847|Carl Filip|Sack||1876|1931|||friherre|40557;40556;56651;47549;55921;51363;41079;52001;52696;40559;57132;55919;55918;41609;41725;45919;51537;53960;41728;40431;46529;53916;51579;47687;46507;51573;40566;48900;51575;49011;48898;46567;61703;48893;54385;48891;48896;48897;51971;51970;55920;53224;54188;52052;54185;51080;45714;57130;48892;46977;50045;39539;40563;40560;40561;41730;49317;40565;41091;40555;40562;56797;51353;56926;49003;51588;51589;49006;60197;49005;48902;54271;51967
25869|Alonso de|Sahagun||||||klingsmed|41753;47348;41870
25882||Said Hori||||||bågtillverkare|44341
25923|Geskel|Saloman||||||Hovmålare|69168
25950|Erik|Samuelsson||||||bössmed|42792
25951|Mauritz Carl Gustaf|Samuelsson||||||konstnär|41923
25968|Lars Ulrik|Sandberg||||||Löjtnant|42118
25992|Claes Samuel|Sandels||||||generalmajor|42335
25993|Johan August|Sandels|1764* - 1831+|1764|1831|||greve, lantmarskalk|37116;48193;37247;40634
26021|Joachim|von Sandrart||||||Konstnär|32613;21421
26065|Per|Santesson||||||justitieråd|56829
26067|Domenico|Santi||||||bössmed|40260
26114|Joachim|Sasse||||||bagarmästare|17135
26134|Conrad|Sauerwald||||||solfjädermakare|39243;36972
26173|Johann Stanislaus|Sbaski||||||Biskop|32692
26196|Olof|Schedin||||||bondgeneral|37606
26200|N G  (Nils Adam?)|von Schéele||||||kapten|58950
26202|Gustav Albert|Scheele||||||ciselör|46466
26219|Ulrik|Scheffer||||||greve|23001;24513
26224|Johann Zacharias|Scheibe||||||krukmakare|13473
26235|Louis|Schüller||||||Antikhandlare|17502
26239|P.G.|Schürer von Waldheim|||||||44435
26243|Walter|Schytte||||||Hotelldirektör|55251
26245|Adolf Ulrik|Schützercrantz||||||Överintendent|47152
26247|Johan Herman|Schützercrantz||||||konteramiral|40606
26301||Schenk||||||Skomakare|54152;54155;68340;54162;54146
26316|Georg|Scherping||||||Skomakare|64090
26321||Scherr-Thoss||||||Löjtnant|45470
26323|Jonas d.ä.|Schertiger|*1.1.1666|1666|||Tyskland, Pommern|stockmakare|52785;46492
26324|Jonas d.y.|Schertiger|1691-01-01|1691||Stockholm|Sverige|stockmakare|54446;41378;41379;50367;54397
26327|Birgitta|Scherzenfeldt||||||fru|68066
26339|Gregorius|Schick (Chique, Sihick)||||||guldsmed|36461
26346|Casper|Schiel (Schil,Schel)||||||bössmed|38572
26394|Carl David von|Schinkel|1869* - 1932+|1869|1932|Tidö|Sverige|Kammarherre|13516
26397|Michael|Schintzel (Schinzel)||||||bössmed|36979
26431|Friedrich Wilhelm|Schmolz||||||svärdfejare|49014;47548;42156
26456|Georg von|Schwengeln||||||kartograf|31979
26458|Hans Hugold Julius von|Schwerin||||||friherre, ryttmästare|48232;40870
26460|Carl Gustav von|Schwerin||||||friherre|40208
26461|Sven Filip Bogislaus|Schwerin||||||friherre|40870
26471||Schwerin||||||Löjtnant|45470
26507|Johann Carl|Schönheit|||||||17440;17451;17403
26530|Nils Helge Ture|Settman||||||notarie|39329
26548||Seyed Mostafa||||||låssmed|44295
26554|Jörgen|Seywollt||||||brodör|56499;56515;56516;56517;56511;56513;56519;56527;56507;56501;56505;56504
26565||Sharaf Ullah Mizger||||||klingsmed|43835
26566|Robert|Sharp||||||guldsmed|45688;46640;46620;46638;46634
26619||Sigismund I (III) av Sverige-Polen|*20.6.1566|1566||Gripsholms slott|Sverige|kung|62607;62606;39763
26622|Georg Christian|Sibbern||||||Statsminister|43829
26639|Carl Gustaf|Tessin|9.5.1695 - 1.7.1770|1695|1770||Sverige|Envoyé, informator|47686;47685;52172;52173;67058;67083;67054;52602
26648|Nils (Niklas)|Stare||||||brodör|54013;53979
26725|Carl August|Söderman||||||konstnär, skulptör|66252
26728|Olof Johan|Södermark||||||Överstelöjtnant|23107;23185
26730|Jonas Manius|Söderström||||||bössmed|54286;47676;54288
26733|Moses|Söderström||||||apotekare|60224;62365
26750|J M|Sörman||||||hattmakare|50086
26751|John|Sörman||||||Magasin för fr. o. eng. varor|15742
26752||Sibylla, hertiginna av Västerbotten|*18.1.1908|1908||Schloss Friedenstein, Gotha|Tyskland|prinsessa av Sverige|48571;48566;48700;48627;48446;48449;48568;48464;48454;48462;48714;48437;48710;48456;48427;48645;48431;48567;48447;48455;48451;47626;50061;48369;48654;48655;48450;48657;48430;48651;48432;48433;48458;48707;56903;47033;48452;47038;48495;48457
26769|Adolf Fredrik von|Schneidau|1768 - 1860|1768|1860|||Konteramiral|42027;42059;38431
26813||Schnitzspahn|||||||38091;38093
26820|Fredrik Wilhelm|Scholander||||||professor|39831
26865|Ludwig|Schreck||||||förläggare|32590
26867|Tor|Schreber von Schreeb|1882* - 1965+|1882|1965|Stockholm|Sverige|kamrer|39583;39742;40185;41796;39798;40215;38573;40282;62701
26888|Georg Engelhardt|Schröder||||||konstnär|55082;45585
26890|Elis|Schröderheim||||||Statssekreterare|55142
26956|Carl Friedrich|Schultz|||||||55686
26966||Schuman||||||Löjtnant|45470
26992|Johan David|Schwarz||||||konstnär|21864
26995|Andoni|Schwartz||||||bössmed|49934
26997|Jacob|Schwarzkopf||||||Skomakare|62810
26998|Günther|Schwarzburg-Rudolstadt||||||prins|43897
27001|Daniel|Schwarzkopf||||||silversmed|41224;41225
27006|Publius Cornelius|Scipio Africanus||||||konsul|49934;55357
27073|Giacinto|Secardo||||||stålspetsmakare|40824;40823
27087|Konrad von|Seehofer|||||||52822
27098|N G|Sefström||||||professor|37606
27099|Israel|Segalas d.y.|1714* - 1772 c|1714|1772|London|Storbritannien|bössmed|45791
27113||Sehali||||||harneskmakare|46243
27134|Martin|Seitz||||||bössmed|44302
27192|Giovanni Battista|Serabaglio||||||harneskmakare|54579
27205|Christopher|Sergell||||||brodör|57995;55493;53462;55496;64115;52457;53271;67838;67862;62619;53331;52027;57993;53776;53429;53771;53775;67848
27207|Anna Sibylla|Sergel||||||brodös|55498;38864;55500
27253|C|Sifvert||||||herr|41934
27261|Peter|Sigmundt||||||guldsmed|16948
27262|Pierre|Signac||||||Konstnär|37708
27270||Sigvard||||||prins|52182;52188;52187
27271||Sigismund II August av Polen||||||kung|62721;62722;62734;62733;62732;62731;62736;62728;62727;62730;45170;62716;40441;62723;62711;62710;62712;62715;62714;62717;43645
27272||Sigismund III (I) av Polen-Sverige||||||kung|62544;62533;62525;64295;64292;64438;48174;64453;62710
27273||Safi II||||||shah|56958
27277|Måns|Silfverhielm||||||överste|41759
27282|Olof|Silfverlod||||||fänrik|41974
27289|Sigrid Charlotta|Silfverstolpe f. von Essen||||||friherrinna|43819
27300|Carl Ludvig|Silfverstråle||||||Kammarherre|53244
27310|Johan Georg af|Sillén||||||major|42064
27330||Silvia av Sverige|1943-12-23|1943||Heidelberg|Tyskland|drottning|43242
27339|William|Simmons||||||bössmed, pistolsmed|46449
27342|Abraham|Simon||||||Konstnär|37704
27360|Claude|Simonin||||||konstnär, gravör|46568
27363|Albert|Simonis||||||bössmed|40491
27369|Jànos|Simor||||||kardinal|53478
27396||Safi I||||||shah|56958
27400||Stanislaus I av Polen||||||kung|36768
27418|Per|Siöblad||||||friherre, generalfälttygmästare|42813;52602
27420|Johan|Siöblad||||||friherre, generalfälttygmästare|48230
27424|Sergej Dmitrievitj|Sjeremetiew||||||greve|47681;47676;54286;48067;46593;54292;54356;46591;54288
27432|Anders|Sjöberg||||||pistolsmed|39481
27462|Cornelius Alexander|Sjöcrona||||||överste|39329
27463|Cornelius Alexander|Sjöcrona||||||notarie|39329
27466|Axel C T|Sjögren||||||Vapenkonstruktör|38585
27488|Carl|Sjöstedt|+1913 c||1913|Stockholm|Sverige|Antikhandlare|49345;59349;58419;45772;53828
27498|Robert|Sjöwall||||||Direktör|40923
27503|Max|Skaj||||||Antikhandlare|42020
27516|Anna Charlotta|Cederström, f. Skjöldebrand||||||Hovfröken|39176
27517|Per Erik|Skjöldebrand||||||konsulatsekreterare|44200
27518|Anders Fredrik|Skjöldebrand||||||Friherre och Greve|42817
27575||Sofia av (Nassau) Sverige|*9.7.1836|1836|1913|Schloss Biebrich|Tyskland|drottning av Sverige|47499;55611;46803;46806;46804;63671;46828;63751;62267;62266;63277;64099;39020;36597;55620;39205;36598;64113;54140;63747;63741;55672;39508;37230;36709;37238;39173;39252
27578||Sofia Amalia av Danmark||||||drottning|32282
27579||Stefan IV Bathory av Polen||||||kung|50256
27613|Hindrich|Steinfort||||||Gulddragare|57993
27626|Johan Friedrich|Steltzner||||||guldsmed|16804
27644|Arvid Nils|Stenbock||||||greve, överste|51080
27647|Fredrik Magnus|Stenbock||||||greve, major|46515
27648|Johan Diedrich|Stenbock||||||greve|37701
27649|Johan Gabriel|Stenbock||||||greve, riksråd|32442;39629;39776;39628;40565
27650|Magnus|Stenbock||||||greve, fältmarskalk|38933;53321;44087;41475;41928
27651|Magnus Albert Carl Gustaf Arvid|Stenbock|*22.4.1800|1800|||Sverige|greve|13474;38581;13471
27654|Johan|Stenbock||||||greve, överste|49666
27657|Christina Catharina|Stenbock||||||friherrinnan|22932
27658|Johannes|Tesche-Wirsberg||||||klingsmed|41876
27676||Sokrates||||||Filosof|54522
27683|Alexander Ludvig|Soldin||||||Grosshandlare|41118;47733;49469;48253;45149;39950;41487;41917;53663;39658;39659;52822;66190;39814;56688;51715;42509;41689;66712;56686;56687;40863;41188;43179;54631;41478;43031;41046;41771;43895;41775;39869;52083;45992;41373;49493;39669;51714;39597;47935;41196;39709;42460;49929;43805;43808;49001;51664;42494;48099;40979;41887
27685|von|Solemacher||||||Löjtnant|45470
27691|Jan van|Solingen||||||bössmed|53252
27705|Virgils|Solis||||||konstnär, grafiker|52847
27710||Solms-Laubach||||||greve|45470
27720|Johan Eberhard|Sommer||||||stockmakare|55357
27721|Mathias Otto Leth|Sommerhielm||||||Statsminister|45773
27728|Al-Haji|Songkor||||||klingsmed|45756;45925
27732|Erik Hansson|Soop||||||överste|48172
27733|Elisabeth Ebba|Soop f. Engqvist||||||fru|48172
27739||Sooween|||||||52182
27750||Sophie-Charlotte av Hessen-Kassel||||||prinsessa|37586
27752|Maria Josephina|Soret||||||kammarfru|54150;57708;63845
27753|Johanna Cornelia|Soret|||||||57708;54150;54162;63845
27754|Jörg|Sorg||||||harneskmakare, etsare|45170
27773||Southall||||||bössmed, pistolsmed|40210
27778|Anne de|Souvree||||||markisinna|24471
27779||Souza|||||||37995
27781||Souzy||||||klingsmed|48005;46891
27844|Johan Gabriel|Sparfvenfeldt||||||sändebud|44303
27848||Sparre||||||greve|46492
27858|Sofie Julie|Sparre f. Lewenhaupt||||||grevinna|47678
27859|Fredrik|Sparre||||||rikskansler, greve|46492;55142
27874|Erik Knutsson|Sparre||||||friherre|47678
27942|Aernst|Spierinck||||||vävare|42661
27943|Peter|Spierinck||||||vävare|42661;42658
27973|Abraham|Speeck||||||konstnär|32843
27977|F A von|Sporck||||||riksgreve, ståthållare|41204
27980|Franz Anton|Spork||||||riksgreve|39498
27981||Sporrong & Co||||||Medalj- o knapptillverkare|37735;38913;52015;47009
27987|Johan|Springer||||||bössmed|40058
28001|Caspar|Späth (Speth)||||||stålsnidare|52822
28029|Bernt Otto|Stackelberg||||||friherre, fältmarskalk|42842
28092|H|Szembek de Slupow|||||||41097
28100|J|Sällström||||||Skräddare|55839
28113||Stael von Holstein|||||||46497
28125||Tyska S:ta Gertruds församling|||||||16416
28126|Andreas|Stahl||||||urmakare|45532
28147|Clemens|Stam||||||klingsmed|47052
28148|Johan M:son|Stamfelt||||||knekt|36735
28155|Ernst|Stangen|||||||15557;18434
28159|Wolfgang|Stantler (Ständler)||||||klingsmed|50089
28182|Peter|Starbus d.ä.|1648* - 1718+|1648|1718|Stockholm|Sverige|hovbössmed|42960;42813;39619;60197;42927
28183|Cornelis|Starbus||||||bössmed|53224
28199|Ludvig Ernst|von Stedingk|1794-12-14 - 1875-04-04|1794|1875||||24666
28200|Curt Bogislaus Ludvig Christopher|von Stedingk|1746-10-26 - 1837-01-07|1746|1837|||Fältmarskalk|16495;24752
28220|Jan Havicksz|Steen|1626 - 1679|1626|1679|Leyden|Nederland|Konstnär|31111
28223|Morten|Steenwinkel||||||konstnär|32293
28225|Beata|Stenbock||||||grevinna|22924
28229|Gustaf Leonard|Stenbock||||||greve|24389
28230|Gustaf Otto|Stenbock||||||greve|29196
28232|Carl Magnus|Stenbock||||||greve|24389
28258|P L|Stenvall|||||||51982
28307|Francoise Madeleine Claude|St. Géran f. de Warignes||||||grevinna|24476
28325|Charlotta (M C A)|Stierngranat f.Drufva||||||överstinna|37658
28326|Johan Abraham|Stiernschantz||||||Överste, landshövding|37287
28328|Nils Fredrik|Stiernstedt||||||Kammarherre|42239
28337|Sara Larsdotter|Stiernflycht||||||fru|46016;56265
28407||Stoltheten|||||||39643
28415|Willem (van der)|Stoop||||||konstnär|23532
28445||Strackler||||||överste|40232
28463|Olaf|Strangesön|||||||39558
28490|Johann|Streiff von Lauenstein||||||överste|66967
28502|Bernhard|Striegel (Strigel)||||||konstnär|23004
28513|Brita Charlotta von|Strokirch, f. von Döbeln||||||fru|37615
28535|Israel Adolf af|Ström||||||hovjägmästare|39798;39742;40185
28571|Björgulf|Targesön|||||||39558
28602|Johan Henrik|Tawast||||||greve, general|48765
28603|Roman|Tavast||||||guldsmed|38185
28627|Esaias|Tegnér||||||skald, professor|37107
28638|Paul|Telge||||||guldsmed|38051;38054
28663|Oscar Adolf Richard af|Ström||||||major|39798;41257;47766;51100;40930;39361;39811;61358;43609
28674|Israel|Ström||||||lantmätare|40185
28686|O|Strömblad||||||konsthandlare|42245
28693|Carl Axel|Strömfelt||||||greve, general|46458
28710|John|Stuart||||||pistolsmed|40943
28782|Jöns|Stångfelt||||||låssmed|46715
28798|Joseph|Stöckl (Stöck, Steckel, Stechel)||||||bössmed|50108
28838|Anton Niklas|Sundberg||||||Ärkebiskop|38279
28843||Sundberg||||||Antikhandlare|54083
28849|Sigrid|Sundborg||||||Antikhandlare|17996;48173;17854;17855;45161;17545;46214;17800;45156;45157;17814;45158
28850|Mina|Sundborg||||||Antikhandlare|18240;11618
28875|Maria|Sundström||||||fotograf|16409
28894|Manuel|Sutil||||||bössmed|39486
28903||Svafrlame|||||||42088
28909|Gustaf Emanuel|Svalling||||||klingtillverkare|48018;42407;48054;42144
28921|K F|Svan|1708 - 1766|1708|1766|||konstnär|24389
28922|Stina|Swanberg (Svanberg)||||||Antikhandlare|16659
28934|Wyler (Wyer)|Swart||||||bössmed, låssmed|40808
28935|Jacob Dircxz de|Swart||||||sköld-och etuimakare|45163
28940|Anders|Svart||||||Hovskräddare|62606
28949|Maria Elisabet|Swartz||||||svärdfejaränka|62701
28957|F|Svedberg||||||Skräddare|47009
28970||Swederus||||||bokhandlare|41744
28987|Johan|Svengren||||||klingsmed|42160
28998|A|Svensson||||||herr|52790
29003|Carl P|Svensson||||||tapetserare|47499
29004|Lars Mattias|Svensson|||||||49366;49167
29037|O|Svensson||||||herr|62360
29043|Erik|Säterbeck||||||Skräddare|55704;55705;55708;55703;55709;54349;55697;55700;55701;55702;55691;54355;55698;54348;54350;55688;54352;55693
29057|Joachim|Thomsen||||||guldsmed|16416
29093|Thor|Thorén||||||rektor|45817
29134|Emil|Trägårdh|1845* - 1880+|1845|1880|Borggårds bruk|Sverige|brukspatron|41532;40243;61024;62364;40241
29160||Fr. V. Tunborg & Co||||||Skrädderi|48452;48450;48431;48454;48433;7492;8151;7991;51604;50061;53920;8261;8263
29164|Jacques Edmond|Turbiaux||||||bössmed|41253
29166|Alessandro|Turchi "Veronese"||||||konstnär|23014
29184|Johann Georg|Taglieb|||||||13502
29187||Taleb||||||klingsmed|43848
29197|Claes Gustaf Adolf|Tamm||||||friherre, överståthållare|47084;37152
29198|Per Adolf|Tamm||||||friherre, brukspatron|56061
29203|Augusta Maria Sofia|Tamm f. Rålamb||||||friherrinna|45761
29218|Alexander|Tillander||||||guldsmed|37930
29221|Abraham|Tillberg||||||hovsvärdfejare|45928;45927;46136
29279||Tisell||||||brukspatron|46568
29283|Jean|Titeux||||||pipsmed|46581
29294|Vasilij Jakovlevitj|Tjitjagov||||||amiral|42057
29324|P|Tellberg||||||bössmed|49294
29376||Teresia, hertiginna av Dalarna|*21.12.1836|1836||Schloss Triesdorf, Bayern|Tyskland|prinsessa av Sverige|36660;37472;55608;36886;36658;46802;37476;36901;64109;46827;39179;36659;37470;37506;46805;37961;37508;53925;39189;37478;54133
29378|Bengt|Ternberg||||||herr|39556
29405|Peter|Tesche||||||klingsmed|36604
29436|G|Thelander||||||Prostinna|37274
29471||Thisbe|||||||39582
29498|Ernst Philip|Thoman|1760 - 1833|1760|1833|||bildhuggare|33683
29499||Thomas||||||hovbössmed|40471;42997;40519
29500|Pierre|Thomas||||||bössmed|41982;41981;41980
29527|Diego|Velazquez||||||Konstnär|24490
29538|Willem|van de Velde d.ä.|1611 - 1693|1611|1693|Leyden - Greenwich|Holland - England|Konstnär|22942
29547|Paulus|Weller||||||bössmed|53916
29615|Philippe|Thomas||||||bössmed|41982;41981;41980
29634|Kristoffer|Thomas||||||konstnär|32652
29709||Thulstroh||||||överste|49296
29710|Magnus (Karl M)|Thulstrup||||||överste|49296
29716||Thuraine d.ä. (Turaine,Turenne,Theuren)||||||hovbössmed|40855;41084
29721|George Moses|Thurkle||||||svärdfejare|42204
29727|Påwel|Thurolt||||||hovbrodör|62618
29740|Gustaf Wilhelm af|Tibell||||||friherre, general|42076
29767|Johan Christoffer|Toll||||||greve, fältmarskalk|45735;65746
29778|Thomas|Tompion||||||urmakare|37695
29828|Asad|Ullah||||||klingsmed|44062
29840|Frantz|Ulrich||||||bössmed|39408
29853|Georg (Jörgen)|Ulrich (Ullrich)||||||brodör|54026;54018;54001;54002
29876|Per|Unge||||||medicine doktor|40208
29890|Erik Johansson|Vasa||||||riksråd|32341;41744
29891|Margareta Eriksdotter|Vasa|||||||22921
29903|Jacob Engelberth|Torsk|16.8.1836 - 14.5.1860|1836|1860|Stockholm|Sverige|Hovjuvelerare, guldsmed|16532;16331;16495;21003;17028;20796;16422;16373
29908|Lennart|Torstensson||||||greve, fältmarskalk|53252;52175
29913|Jacob|Tostrup||||||guldsmed|38059;37326;37327;37324;37325;37332
29914|Åke Henriksson|Tott||||||fältmarskalk|21648
29915|Claes Åkesson|Tott||||||fältmarskalk, greve|42485
29932|Johann|Wagner||||||guldsmed|37976;37979;37978
29943|Erik|Wahlbergson||||||konstnär|47154
29965|Jonas|Wahlström||||||Hovskräddare|62153
29970||Wahlstedt||||||inspektor|21507
29974||Wahrberg||||||kommendörkapten|39533
29998|Georg Fredrik|Waldeck||||||prins|58600
30001||Valdemar av Sverige||||||kung|44558;60018;61252;40694;62584
30048|Kristian Fredrik|Trane||||||Hovskomakare|64099;64113
30053|William W|Tranter||||||bössmed|45822
30135|Carl Axel|Trolle-Wachtmeister||||||greve, riksdrots|42288;42290
30144|Cornelis Maartenszoon|Tromp||||||amiral|22936
30306||Ulrika Eleonora av Sverige|*7.2.1688|1688||Stockholms slott|Sverige|drottning|55909;36461;55528;42622;21825;37704;47168;60892;54168;39489;56270;55908;56272;56275;37553;55407;55910;55912;42628
30307||Ulrika Eleonora d.ä. av Sverige|*11.9.1656|1656||Köpenhamn|Danmark|drottning|42627;42626;42625;42624;42623;42622;56164;56314;60892;68528
30311|Johan Gustaf|Uggla||||||Landshövding|46670
30315|Albert Axel|Uggla||||||major|42513
30322|Samuel af|Ugglas||||||greve|69948
30326|Eva Elisabet|Ugglas f. von Hermansson||||||grevinna|16971
30342|Ida (Elisabeth Bertha)|Uhse|1844 - 1924|1844|1924|||Sällskapsdam|5759;5816;4814
30348|Georg|Ulderich||||||brodör|68050
30351|Marie|Ulfeldt|||||||33096;22042
30356|Erik Hansson|Ulfsparre||||||överste|23518
30359|Sigge|Ulfsparre||||||major|56872
30367|Alexander (Mattias A)|von Ungern-Sternberg|1764* - 1826+|1764|1826|Äs|Sverige|friherre|68570
30368|Nils Alexander|von Ungern-Sternberg||||||friherre, general|36464
30369|Mattias Alexander|von Ungern-Sternberg|1689* - 1763+|1689|1763|Äs|Sverige|friherre, fältmarskalk|43358
30404|Johan Baptista van|Uther||||||konstnär|22923;62606;22924;24343
30411|J A|Utterbeck||||||hattstofferare|50102;49176
30412|Peter|Utterberg||||||bössmed|41257;51993
30444|Carl Hans|Wachtmeister||||||friherre, president|61239;61238;61240
30445|Claes A T|Wachtmeister||||||greve, hovstallmästare|39483
30457|Carola (Johanna Cecilia)|Wachtmeister f. von Eckermann||||||Grevinna|138
30469|S|Wadin||||||herr|65961;65958
30486|Johan|Wagner||||||buntmakare|68033;55647;55646
30487|Jacob|Wagner||||||buntmakare|62619;57995
30500|Elvira|Waldow||||||konstbrodös|45815
30506|Albert|Valentin||||||Skräddare|55620;53925
30514|Juan|Valero (Valeri)||||||knivsmed|41413;41412
30554|Andreas Lorentzon|Wall||||||guldsmed|16426
30575|Jacob|Wallberg||||||bagare|17135
30577|Jeremias|Wallbom||||||guldsmed|48760
30581|Balthasar|Wenzel (Wentzel)||||||guldsmed|47435
30589|Felix|Werder||||||bössmed, pistolsmed, guldsmed|40431;40789
30596|Franziska "Fanny"|Gerber, f. von Werdt|1844 - 1932|1844|1932||Schweiz||4222
30617|Olof|Werling|||||||40207
30634|Johan Henrik|Werner||||||Direktör|39297
30636|Johan|Werner||||||konstnär|22931;21460;22932;22928
30640||Vernes||||||urmakare|16391
30669|Albrecht Wenzel  E von|Wallenstein||||||hertig|39757
30759|Carl Wilhelm|Walther|1858* - 1915+|1858|1915|Zella-Mehlis (Mehlis)|Tyskland|bössmed|70205
30769|Niclas|Warneck||||||guldsmed|17060
30810|Fredrik|Westin||||||konstnär|24752
30830|Mary|Villiers||||||hertiginna|23364
30859|Richard|Wilson||||||bössmed|45808
30861|Alexander|Wilson||||||bössmed, pistolsmed|40949
30881|Abraham|Wuchters|1610 - 1682|1610|1682|||konstnär|24376;22682;21420
30893|Johannes|Wundes||||||klingsmed|42020;42254;41759;41750;48891;41213;41578
30894|Matthias (Theis)|Wundes||||||klingsmed|45660
30971|Johan W C|Way||||||Konstnär|24801;37027
31004|Philip|Webley (Webleye)||||||Vapenkonstruktör|41300
31012|B|Wechselman||||||hovleverantör|69954;60446;39245
31019|Betty|Wedberg||||||fröken|55617
31042|Wilhelm|Wedholm||||||hovfurir|49943
31060|Ernst (E G) von|Vegesack||||||Generallöjtnant|41950
31109|Johann Baptist|Weinet||||||guldsmed|21715
31115|Lorenz Georg|Weis||||||guldsmed|49345
31116|Johan Lorenz|Weiss||||||konstnär, gravör|42931
31129|C M|Weishaupt|||||||38019;37476;38021;37478;36934;36936
31133|Johan Lorentz|Weiss||||||gravör|40162
31143|Johan Samuel|Veit (Weit, Feit)||||||svärdfejare|62701
31156|P|Wenger||||||pipsmed|39723
31166|Augusta|Wennberg||||||garderobier|62267;62266;36709;55620;46828;39205;55611;46803;64099;46806;46804;54140;63747;63741;39173;39252;63751
31180|Gunnar G:son|Wennerberg|||||||11519
31207|Berta|Wernqvist||||||mamsell|51546;39176
31215|Arnusch|Wertanson||||||köpman|43995
31219||Vertumnus (Vortumnus)|||||||32631
31257||Wimmerkrantz (Wimerkrantz)||||||Svärdfejare|42167
31293|Anders|Wåhlberg|1725* - 1793+|1725|1793|Stockholm|Sverige|hovpistolsmed|40153;52771;55139;46588
31311|Ludolph|Weser (Wehser)|||||||52167
31343|Carl Hinric|Westberg||||||instrumentmakare|55120
31348|Karl Georg Teodor|Westée||||||överste i fransk tjänst|44204;43230
31362|Ida (Hortensia)|Westman||||||Gymnastikdirektör|5816
31363|Erik|Westman||||||bagarmästare|17135
31377|Emanuel M|Wetschgi||||||bössmed|47759;51429;51428
31428|F|Weyersberg (Wirsberg)||||||klingsmed, revolvermakare|42319
31496|Claes Janszon|Visscher||||||kartograf|32840;32519
31528|I F W|Zerno||||||Antikhandlare|11523;13507
31531|von|Zerschwitz||||||Löjtnant|45470
31532|Erik Adolf|Zethelius||||||guldsmed|16424;13567;16971
31541|Johannes Andreas|Viatis||||||köpman|41744
31545||Viault-Esté|||||||63747;63751
31582||Victoria av Sverige|*7.8.1862 - 4.4.1930|1862|1930|Karlsruhe|Tyskland|drottning av Sverige|63284;68572;63777;60446;63283;43255;55612;36972;38145;63658;69954;55659;39245
